PickID,PickDate,Remark,VANCode,TotalWeight,Status,BranchCode,DocEntry,DocNum,CardCode,CardName,ItemCode,Description,Quantity,UoM,ItemWeight,WhsCode,U_DocNum
00120251204022557170,12/5/2025,Oc/CC-SJ     INV--4,VO99006,56.7,C,001,5378646,8378645,C00102388,Ocean-YGN-SJ,0101121009,Ambi Pur Aerosol Blue Ocean 300ml (1x6Pcs),8,pcs,2.226667,DC-YGN01,00120251204090122180
00420251204040854267,12/5/2025,VO99098  ocean  ,VO99098,88.36,C,004,5378840,8378839,C00404138,Ocean - MLM,0101121009,Ambi Pur Aerosol Blue Ocean 300ml (1x6Pcs),3,pcs,0.835,WH-MLM01,00420251204095845833
00420251204041020073,12/5/2025,VO99023   inv:  19,VO99023,192.56,C,004,5378882,8378881,C00404977,K MART,0101121009,Ambi Pur Aerosol Blue Ocean 300ml (1x6Pcs),12,pcs,3.34,WH-MLM01,00420251204100852833
00220251204030328153,12/5/2025,OCDP,VO99036,67.31,C,002,5379261,8379260,C00202989,Ocean-MDY-DP,0101121009,Ambi Pur Aerosol Blue Ocean 300ml (1x6Pcs),6,pcs,1.67,WH-MDY01,00220251204113226870
00620251204025338400,12/5/2025,V54(Ocean),VO99054,41.3,C,006,5379287,8379286,C00602663,Ocean - TGI,0101121009,Ambi Pur Aerosol Blue Ocean 300ml (1x6Pcs),4,pcs,1.113333,WH-TGI02,00620251204113744577
00220251204030341233,12/5/2025,city 19,VO99036,45.66,C,002,5379281,8379280,C00207683,City Mart - 19th,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),4,pcs,1.113333,WH-MDY01,00220251204113534650
00220251204030328153,12/5/2025,OCDP,VO99036,67.31,C,002,5379261,8379260,C00202989,Ocean-MDY-DP,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),7,pcs,1.948333,WH-MDY01,00220251204113226870
00720251204041307187,12/5/2025,inv 5 OCPT,VO99052,199.6,C,007,5379211,8379210,C00701841,Ocean - PT,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),3,pcs,0.835,WH-PTN01,00720251204112350487
00420251204040854267,12/5/2025,VO99098  ocean  ,VO99098,88.36,C,004,5378840,8378839,C00404138,Ocean - MLM,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),3,pcs,0.835,WH-MLM01,00420251204095845833
00120251204022557170,12/5/2025,Oc/CC-SJ     INV--4,VO99006,56.7,C,001,5378646,8378645,C00102388,Ocean-YGN-SJ,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),5,pcs,1.391667,DC-YGN01,00120251204090122180
00120251204021534870,12/5/2025,Oc/CC-MGDTM     INV--6,VO99003,50.08,C,001,5378675,8378674,C00135956,Ocean-MGDTM,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),11,pcs,3.061667,DC-YGN01,00120251204091452767
00120251204021726967,12/5/2025,Oc-NP     INV--5,VO99010,18.19,C,001,5378695,8378694,C00101140,Ocean-YGN-NP,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),18,pcs,5.01,DC-YGN01,00120251204092037193
00120251204022108840,12/5/2025,Oc-PL     INV--5,VO99008,94.68,C,001,5378955,8378954,C00138678,Ocean-PL,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),29,pcs,8.071667,DC-YGN01,00120251204103036987
00120251204020957470,12/5/2025,Oc/CC-HTY     INV--5,VO99010,154.5,C,001,5379054,8379053,C00126567,Ocean-YGN-HTY,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),14,pcs,3.896667,DC-YGN01,00120251204105049863
00120251204021152623,12/5/2025,CM-Baho     INV--5,VO99001,27.65,C,001,5379143,8379142,C00140629,City Mart - Baho,0101121012,Ambi Pur Aerosol Lavender Breeze 300ml (1x6Pcs),3,pcs,0.835,DC-YGN01,00120251204110553893
00420251204040854267,12/5/2025,VO99098  ocean  ,VO99098,88.36,C,004,5378840,8378839,C00404138,Ocean - MLM,0101122004,Ambi Pur GEL Fresh Relaxing Lavender 180g (1x12Pcs),17,pcs,4.193333,WH-MLM01,00420251204095845833
00620251204025338400,12/5/2025,V54(Ocean),VO99054,41.3,C,006,5379287,8379286,C00602663,Ocean - TGI,0101122004,Ambi Pur GEL Fresh Relaxing Lavender 180g (1x12Pcs),3,pcs,0.74,WH-TGI02,00620251204113744577
00620251204025338400,12/5/2025,V54(Ocean),VO99054,41.3,C,006,5379272,8379271,C00602663,Ocean - TGI,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,WH-TGI02,00620251204113448093
00120251204055455197,12/5/2025,"SOKL,YK SHOP-20",VO99046,139.57,C,001,5379226,8379225,C00132072,Central Mart,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),5,pcs,1.233333,DC-YGN01,00120251204112601820
00120251204055150310,12/5/2025,AL/BH/KMD/SC                         Inv;17,VO99004,207.16,C,001,5379430,8379429,C00124538,Diamond Mini Mart,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204124617870
00620251204032832147,12/5/2025,V54(1),VO99054,31.89,C,006,5379442,8379441,C00603525,Black & White Cosmetic,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,WH-TGI02,00620251204125907190
00120251204055411300,12/5/2025,INS                  Inv;41,VO99039,207.42,C,001,5379447,8379446,C00107903,?????????-?,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),1,pcs,0.246667,DC-YGN01,00120251204010735920
00120251204043405900,12/5/2025,Easy Mart-TTM     INV--1,VO99033,2.96,C,001,5379599,8379598,C00144826,Easy Supermarket(TTM),0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),12,pcs,2.96,DC-YGN01,00120251204024101957
00120251204043509307,12/5/2025,Pro1-MGLD     INV--1,VO99003,14.8,C,001,5379664,8379663,C00145580,Pro1 Mingalardon,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),60,pcs,14.8,DC-YGN01,00120251204030359817
00620251204025351630,12/5/2025,V54(AungPan),VO99054,69.24,C,006,5378836,8378835,C00110334,SD-YGN-Aungpan,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),24,pcs,5.92,WH-TGI01,00620251204095746863
00120251204055218913,12/5/2025,MGLTN/Tamwe                       Inv;23,VO99005,106.64,C,001,5378824,8378823,C00102147,??????????????,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204095553927
00120251204023317740,12/5/2025,MTS-TGG     INV--1,VO99106,12.83,C,001,5378768,8378767,C00111943,Mi Thar Su - TGG,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),3,pcs,0.74,DC-YGN01,00120251204094515000
00120251204023741907,12/5/2025,Oc-SGD     INV--3,VO99033,7.12,C,001,5378870,8378869,C00113428,Ocean-YGN-SGD,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204100559790
00120251204023959983,12/5/2025,CM-TKT     INV--2,VO99033,7.99,C,001,5378899,8378898,C00124012,City Mart - TKT,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101531257
00120251204020957470,12/5/2025,Oc/CC-HTY     INV--5,VO99010,154.5,C,001,5378911,8378910,C00126567,Ocean-YGN-HTY,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101642177
00120251204021534870,12/5/2025,Oc/CC-MGDTM     INV--6,VO99003,50.08,C,001,5378914,8378913,C00135956,Ocean-MGDTM,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101709903
00120251204023602710,12/5/2025,CM-YZNDSK     INV--1,VO99002,1.48,C,001,5378915,8378914,C00130469,City Mart - YZNDSK,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101731737
00120251204021829157,12/5/2025,CM-TM     INV--5,VO99001,85.48,C,001,5378916,8378915,C00110790,City Mart - TM,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),12,pcs,2.96,DC-YGN01,00120251204101737513
00120251204032734623,12/5/2025,Pro1-LT     INV--1,VO99003,14.8,C,001,5378722,8378721,C00139831,Pro1-Lanthit,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),60,pcs,14.8,DC-YGN01,00120251204092737530
00120251204022716290,12/5/2025,Oc-GMPMTN     INV--1     (Urgent),VO99006,1.48,C,001,5378733,8378732,C00144361,Ocean-GMPMTN,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204093203063
00120251204032720903,12/5/2025,Pro1-DNG     INV--1,VO99003,14.8,C,001,5378738,8378737,C00139838,Pro1-Da Nyin Gone,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),60,pcs,14.8,DC-YGN01,00120251204093430880
00120251204032807367,12/5/2025,Pro1-SS     INV--1,VO99008,29.6,C,001,5378739,8378738,C00139832,Pro1-Satsan,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),120,pcs,29.6,DC-YGN01,00120251204093526030
00120251204021615690,12/5/2025,Pro1-TM     INV--1,VO99003,14.8,C,001,5378752,8378751,C00139834,Pro1-TM,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),60,pcs,14.8,DC-YGN01,00120251204094016473
00120251204022557170,12/5/2025,Oc/CC-SJ     INV--4,VO99006,56.7,C,001,5378674,8378673,C00102388,Ocean-YGN-SJ,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),12,pcs,2.96,DC-YGN01,00120251204091353863
00120251204023205507,12/5/2025,CPT-ZGM     INV--2,VO99008,4.74,C,001,5378656,8378655,C00144791,Capital-ZGM,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),3,pcs,0.74,DC-YGN01,00120251204090500920
00120251204115840633,12/5/2025,"Letpadan  ( INV - 1 ) , All Producrs ",VO99014,254.71,C,001,5379133,8379132,C00108770,SD-YGN-Letpadan,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),12,pcs,2.96,WH-MLM01,00120251204110405923
00120251204115907770,12/5/2025,"Taikkyi  ( INV - 1 ) , All Producrs ",VO99014,208.43,C,001,5379142,8379141,C00126192,SD-YGN-Taikkyi,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),24,pcs,5.92,WH-MLM01,00120251204110551400
00120251204023550290,12/5/2025,CM-SDHG     INV--1,VO99002,1.48,C,001,5378956,8378955,C00113998,City Mart - SDHG,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204103053447
00120251204022652277,12/5/2025,MP-KTYMGTN     INV--1,VO99006,1.48,C,001,5378958,8378957,C00130938,Marketplace - KTYMGTN,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204103126257
00120251204021225500,12/5/2025,MP-6.5 Mile     INV--1     (Urgent),VO99001,1.48,C,001,5378943,8378942,C00126124,Marketplace - 6.5Mile,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204102357857
00120251204021726967,12/5/2025,Oc-NP     INV--5,VO99010,18.19,C,001,5378908,8378907,C00101140,Ocean-YGN-NP,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101611110
00120251204021152623,12/5/2025,CM-Baho     INV--5,VO99001,27.65,C,001,5378927,8378926,C00140629,City Mart - Baho,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101814180
00120251204021603843,12/5/2025,CM-PLMGD     INV--4,VO99003,49.38,C,001,5378929,8378928,C00150224,City Mart - PLMGD,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204101850280
00120251204022108840,12/5/2025,Oc-PL     INV--5,VO99008,94.68,C,001,5378934,8378933,C00138678,Ocean-PL,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204102012257
00120251204052355390,12/5/2025,CM-SC     INV--1,VO99113,1.48,C,001,5378988,8378987,C00800848,City Mart - SC,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),6,pcs,1.48,DC-YGN01,00120251204103442360
00220251204030419380,12/5/2025,INV(12),VO99016,49.15,C,002,5379041,8379040,C00207816,??????????,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),3,pcs,0.74,WH-MDY01,00220251204104826807
00120251204125303150,12/5/2025,MDY  Branch ( No . 1 ) ,WT-MDY01,1089.74,C,001,5379375,8379374,C00125994,MDY Branch,0101122005,Ambi Pur GEL Fresh Refreshing Lemon 180g (1x12Pcs),120,pcs,29.6,DC-YGN01,00120251204121633380
00420251204040854267,12/5/2025,VO99098  ocean  ,VO99098,88.36,C,004,5378846,8378845,C00404138,Ocean - MLM,0105112001,Gillette Blue II Plus dis  2 sent(1 x240Pcs),12,pcs,0.2945,WH-MLM01,00420251204095932833
00520251204025338507,12/5/2025,OCJN Inv [ 5 ] ,VO99038,58.67,C,005,5378816,8378815,C00500907,Ocean-NPT-JN,0105112001,Gillette Blue II Plus dis  2 sent(1 x240Pcs),24,pcs,0.589,WH-NPT01,00520251204095510650
00520251204025338507,12/5/2025,OCJN Inv [ 5 ] ,VO99038,58.67,C,005,5378816,8378815,C00500907,Ocean-NPT-JN,0105112002,Gillette Blue II Plus dis  5 sent(1 x144Pcs),24,pcs,1.455,WH-NPT01,00520251204095510650
00420251204040854267,12/5/2025,VO99098  ocean  ,VO99098,88.36,C,004,5378846,8378845,C00404138,Ocean - MLM,0105112002,Gillette Blue II Plus dis  5 sent(1 x144Pcs),12,pcs,0.7275,WH-MLM01,00420251204095932833
00120251204055433497,12/5/2025,TKT-PZD                  Inv;35,VO99042,125.77,C,001,5379162,8379161,C00103684,????(?????),0105112004,Gillette Super Thin 2 dis 24 Fxd Blade(1x288pcs),24,pcs,0.245833,DC-YGN01,00120251204111007340
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379145,8379144,C01100478,????????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MGW01,01120251204110642540
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379146,8379145,C01100177,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MGW01,01120251204110643573
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379107,8379106,C01100480,???????????(?????),0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-MGW01,01120251204110041067
01820251204030452237,12/5/2025,Down Town Invo-10 SML,VO99068,50.09,C,018,5379042,8379041,C01801303,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-TGU01,01820251204104832580
00420251204041020073,12/5/2025,VO99023   inv:  19,VO99023,192.56,C,004,5379007,8379006,C00404492,??????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204103927287
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379027,8379026,C01100281,????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-MGW01,01120251204104530677
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5378945,8378944,C00500050,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),60,pcs,0.4488,WH-NPT01,00520251204102514880
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5378940,8378939,C00500041,?????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-NPT01,00520251204102211630
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5378961,8378960,C00502550,???????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204103244703
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5378861,8378860,C00500034,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-NPT01,00520251204100351950
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5378902,8378901,C00503594,???????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),100,pcs,0.748,WH-NPT01,00520251204101602197
00520251204025521037,12/5/2025,TPK Inv [ 10 ] ,VO99038,66.72,C,005,5378904,8378903,C00500603,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204101603350
00520251204025521037,12/5/2025,TPK Inv [ 10 ] ,VO99038,66.72,C,005,5378652,8378651,C00500667,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251203111406963
00520251204025521037,12/5/2025,TPK Inv [ 10 ] ,VO99038,66.72,C,005,5378685,8378684,C00500165,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204091816987
00520251204025521037,12/5/2025,TPK Inv [ 10 ] ,VO99038,66.72,C,005,5378726,8378725,C00504397,Cherry Mart,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204093018783
01620251204041102773,12/5/2025,"Inv-14, Bago, WAW",VO99083,207.85,C,016,5379706,8379705,C01601194,?????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-BGO99,01620251204033004017
01820251204030452237,12/5/2025,Down Town Invo-10 SML,VO99068,50.09,C,018,5379603,8379602,C01800425,??????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-TGU01,01820251204024155470
01620251204041102773,12/5/2025,"Inv-14, Bago, WAW",VO99083,207.85,C,016,5379559,8379558,C01601178,??????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),100,pcs,0.748,WH-BGO99,01620251204022348317
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379443,8379442,C01104420,????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MGW01,01120251204125909747
01620251204041102773,12/5/2025,"Inv-14, Bago, WAW",VO99083,207.85,C,016,5379483,8379482,C01601220,?????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),100,pcs,0.748,WH-BGO99,01620251204013816833
01620251204035823093,12/5/2025,"Inv-18, Bago, Thatnatpin, Minywar",VO99082,101.93,C,016,5379517,8379516,C01600889,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-BGO99,01620251204020234273
01620251204035823093,12/5/2025,"Inv-18, Bago, Thatnatpin, Minywar",VO99082,101.93,C,016,5379524,8379523,C01602624,???????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-BGO99,01620251204020836670
01620251204035823093,12/5/2025,"Inv-18, Bago, Thatnatpin, Minywar",VO99082,101.93,C,016,5379541,8379540,C01600747,?????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),60,pcs,0.4488,WH-BGO99,01620251204021740910
00420251204041020073,12/5/2025,VO99023   inv:  19,VO99023,192.56,C,004,5379194,8379193,C00404005,???????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-MLM01,00420251204111850957
00420251204041020073,12/5/2025,VO99023   inv:  19,VO99023,192.56,C,004,5379195,8379194,C00401614,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-MLM01,00420251204111852063
01820251204030452237,12/5/2025,Down Town Invo-10 SML,VO99068,50.09,C,018,5379196,8379195,C01800563,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-TGU01,01820251204111853417
01620251204035823093,12/5/2025,"Inv-18, Bago, Thatnatpin, Minywar",VO99082,101.93,C,016,5379309,8379308,C01600842,Ko Aung Pyae,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-BGO99,01620251204114614730
01120251204025619813,12/5/2025,"TKS,PHM,Inv-15",VO99071,50.42,C,011,5379322,8379321,C01101250,?????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-MGW01,01120251204115216083
01620251204035823093,12/5/2025,"Inv-18, Bago, Thatnatpin, Minywar",VO99082,101.93,C,016,5379323,8379322,C01601696,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-BGO99,01620251204115217870
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379332,8379331,C00400487,????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204115821633
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379333,8379332,C00400502,??????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204115822523
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379339,8379338,C00400488,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204120125120
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379340,8379339,C00405012,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204120127773
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379341,8379340,C00402978,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204120129137
01620251204041102773,12/5/2025,"Inv-14, Bago, WAW",VO99083,207.85,C,016,5379342,8379341,C01601240,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-BGO99,01620251204120130967
00420251204040941813,12/5/2025,VO99098  inv:9,VO99098,21.13,C,004,5379346,8379345,C00404328,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-MLM01,00420251204120432943
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379385,8379384,C00502308,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122243240
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379386,8379385,C00502204,???????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204122244633
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379387,8379386,C00504438,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122245857
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379388,8379387,C00503015,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122246690
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379389,8379388,C00501223,Phyo Pyae Sone,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122247787
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379395,8379394,C00500317,????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122549040
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379396,8379395,C00500002,??????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122550017
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379397,8379396,C00503162,?????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),20,pcs,0.1496,WH-NPT01,00520251204122550867
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379399,8379398,C00503111,Three Seasons,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122552950
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379398,8379397,C00503625,??????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),30,pcs,0.2244,WH-NPT01,00520251204122551863
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379407,8379406,C00501020,????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),40,pcs,0.2992,WH-NPT01,00520251204122857123
00520251204025447907,12/5/2025,"MMZ ,KS Inv [ 31 ]",VO99028,156.27,C,005,5379409,8379408,C00501613,?????????????,0105113002,Gillette Super Thin Blade 5+1(1x1000Pcs),10,pcs,0.0748,WH-NPT01,00520251204122858547
00120251204055252693,12/5/2025,LT/PBD/LMD                 Inv;22,VO99012,81.7,C,001,5378968,8378967,C00100975,???????-(1),0201112017,Ensure Gold Strawberry 400gm (1x24Pcs),2,pcs,1.048333,DC-YGN01,00120251204103322120
00120251204055252693,12/5/2025,LT/PBD/LMD                 Inv;22,VO99012,81.7,C,001,5378968,8378967,C00100975,???????-(1),0201112018,Ensure Gold Strawberry 850gm (1x12Pcs),2,pcs,2.158333,DC-YGN01,00120251204103322120
01620251204041102773,12/5/2025,"Inv-14, Bago, WAW",VO99083,207.85,C,016,5378966,8378965,C01602575,?????????,0201112018,Ensure Gold Strawberry 850gm (1x12Pcs),3,pcs,3.2375,WH-BGO99,01620251204103318797
00120251204055425190,12/5/2025,S.DGN/SEIKKAN SHOP-26,VO99060,84.41,C,001,5378951,8378950,C00105769,??????????,0201112018,Ensure Gold Strawberry 850gm (1x12Pcs),2,pcs,2.158333,DC-YGN01,00120251204102951780
00120251204055425190,12/5/2025,S.DGN/SEIKKAN SHOP-26,VO99060,84.41,C,001,5378938,8378937,C00136919,???????????,0201112018,Ensure Gold Strawberry 850gm (1x12Pcs),2,pcs,2.158333,DC-YGN01,00120251204102207700
00520251204025338507,12/5/2025,OCJN Inv [ 5 ] ,VO99038,58.67,C,005,5379028,8379027,C00500907,Ocean-NPT-JN,0201112018,Ensure Gold Strawberry 850gm (1x12Pcs),12,pcs,12.95,WH-NPT01,00520251204104705960
