Item Code,Item Name,Is Active,Principal,Brand,UOM,Purchase Weight,Transportation Cost
5001111032,May Kha Lar Preserved Dried Plum Seedless Spicy 85g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,15,850
5001111033,May Kha Lar Preserved Special Steamed Plum 70g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,13,850
5001111034,May Kha Lar Preserved Plum Seedless Spicy Wet 100g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,18,850
5001111035,May Kha Lar Preserved Plum Seedless Sweet Wet 100g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,18,850
5001111036,May Kha Lar Preserved Special Marian Spicy 35g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,6,850
5001111037,May Kha Lar Preserved Golden Papaya 50g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,9,850
5001111038,May Kha Lar Preserved Damson Original 110g (1x20),Active,CMP Fruits Garden,May Kha Lar,20,11,850
5001111039,May Kha Lar Preserved Mixed Fruits 60g (1x35),Active,CMP Fruits Garden,May Kha Lar,35,11,850
4501131009,Excel Care Acidic Toilet Cleaner Colorless 1000ml (3x5pcs) on pack,Active,Glamdust,Excel Care,5,9,850
4501131010,Excel Care Acidic Toilet Cleaner Magic Clean 1000ml (3x5pcs) on pack,Active,Glamdust,Excel Care,5,9,850
4501122001,Excel Care Tile & Marble Shampoo 5000ml (1x4),Active,Glamdust,Excel Care,4,20,850
3102111005,O'MaMa Mango Yogurt Cake Rusk 65g (1x72),Active,O'Ma Ma,O'MaMa,72,6.2,850
4800000007,Pai Prawn Cracker 17g - MT Pack (1x12packs),Active,Htoo Kaung Myat,Pai Snack,12,3.1,1000
4801111005,Pai Prawn Cracker 17g (1x10pcsx12packs),Active,Htoo Kaung Myat,Pai Snack,120,3.1,1000
4501121003,Excel Care Disinfected Surface Cleaner Lavender 5000ml (1x4pcs),Active,Glamdust,Excel Care,4,20,850
4501121004,Excel Care Disinfected Surface Cleaner Pine 5000ml (1x4pcs),Active,Glamdust,Excel Care,4,20,850
4501141002,Excel Care Floor Cleaner Green Apple 5000ml (1x4pcs),Active,Glamdust,Excel Care,4,20,850
4501131007,Excel Care Acidic Toilet Cleaner Colorless 5000ml (1x4pcs),Active,Glamdust,Excel Care,4,20,850
4501131008,Excel Care Acidic Toilet Cleaner Magic Clean 5000ml (1x4pcs),Active,Glamdust,Excel Care,4,20,850
5100000001,Zann Sunflower Seeds Salty 90g On Pack (1x5x23pcs),Active,Royal Fantastic,Zann,23,12.3,850
5100000002,Zann Sunflower Seeds Salty 60g on pack (1x5x40Pcs),Active,Royal Fantastic,Zann,40,12,850
5001111022,May Kha Lar Preserved Plum Seedless Sweet Wet 100g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,18,850
5001111023,May Kha Lar Preserved Plum Seedless Spicy Wet 100g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,18,850
5001111024,May Kha Lar Preserved Special Steamed Plum 70g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,13,850
5001111025,May Kha Lar Preserved Dried Plum Seedless Spicy 85g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,15,850
5001111026,May Kha Lar Preserved Mango Spicy Wet 80g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,14,850
5001111027,May Kha Lar Preserved Golden Papaya 50g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,9,850
5001111028,May Kha Lar Preserved Special Marian Spicy 35g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,6,850
5001111029,May Kha Lar Preserved Mixed Fruits 60g (1x5x35) on pack,Active,CMP Fruits Garden,May Kha Lar,35,11,850
5001111020,May Kha Lar Preserved Mixed Fruits 60g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,11,850
5001111021,May Kha Lar Preserved Golden Papaya 50g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,9,850
5001111013,May Kha Lar Preserved Plum Seedless Sweet Wet 100g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,18,850
5001111014,May Kha Lar Preserved Plum Seedless Spicy Wet 100g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,18,850
5001111015,May Kha Lar Preserved Mango Spicy Wet 80g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,14,850
5001111016,May Kha Lar Preserved Dried Plum Seedless Spicy 85g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,15,850
5001111017,May Kha Lar Preserved Special Steamed Plum 70g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,13,850
5001111018,May Kha Lar Preserved Special Marian Spicy 35g (1x5x35),Active,CMP Fruits Garden,May Kha Lar,175,6,850
4800000005,Pai Cheese Ball 10g - MT Pack (1x10x20 packs),Active,Htoo Kaung Myat,Pai Snack,20,2,1000
4800000006,Pai Cheese Ring 10g - MT Pack (1x10x20 packs),Active,Htoo Kaung Myat,Pai Snack,20,2,1000
4800000003,Pai Cheese Ring 35g - MT Pack (1x10pcsx12packs),Active,Htoo Kaung Myat,Pai Snack,12,5.2,1000
4800000004,Pai Cheese Ball 35g - MT Pack (1x10pcsx12packs),Active,Htoo Kaung Myat,Pai Snack,12,5.2,1000
5600000001,Omi Korean Yam Chips BBQ 30g - MT Pack (1x10pcsx12pack),Active,Omi Snack,Omi,12,4,1000
3200000004,May Yee Mon Fish Sauce 50g-MT Pack (1x20packs),Active,Ya Thar Taw Win,May Yee Mon,20,5,850
3200000005,May Yee Mon Marine Fish Paste 50g-MT Pack (1x20Packs),Active,Ya Thar Taw Win,May Yee Mon,20,5,850
3200000006,May Yee Mon Rakhine Fish Paste 50g- MT Pack (1x20packs),Active,Ya Thar Taw Win,May Yee Mon,20,5,850
3200000007,May Yee Mon Tamarind Fish Paste 50g-MT Pack(1x20Packs),Active,Ya Thar Taw Win,May Yee Mon,20,5,850
4501131005,Excel Care Lime Scale Remover 1000ml (1x15pcs),Active,Glamdust,Excel Care,15,15,850
4501131006,Excel Care Lime Scale Remover 575ml (1x20pcs),Active,Glamdust,Excel Care,20,12,850
4501151001,Excel Care Oven Cleaner 1000ml (1x15pcs),Active,Glamdust,Excel Care,15,15,850
4501151002,Excel Care Oven Cleaner 575ml (1x20 pcs),Active,Glamdust,Excel Care,20,12,850
4501161001,Excel Care Glass Cleaner 500ml (1x24pcs),Active,Glamdust,Excel Care,24,12,850
5801111009,Wai Phyo Black Eyed Fried Bean (1x20x20pack),Active,Wai Phyoe Food,Wai Phyoe,20,16,850
4201111007,Phwer Htwe Pickled Tea Spicy 30g (1x30 Streamer),Active,Constellation,Phwer Htwe,30,9.5,850
5700000001,Ah Phwar Lay Paprika Powder 32g FOC,Active,New A1 Family,Ah Phwar Lay,1,12,850
5701111004,Ah Phwar Lay Chilli Flake 32g (1x20x18pack) with hanger,Active,New A1 Family,Ah Phwar Lay,18,12,850
5701111005,Ah Phwar Lay Paprika Powder 32g (1x20x18pack) with hanger,Active,New A1 Family,Ah Phwar Lay,18,12,850
5701111006,Ah Phwar Lay Roasted Chilli Powder 32g (1x20x18pack) with hanger,Active,New A1 Family,Ah Phwar Lay,18,12,850
5801111001,Wai Phyoe Fried Lab Lab Bean 80g (1x10x20pack),Active,Wai Phyoe Food,Wai Phyoe,20,16,850
5801111002,Wai Phyoe Assorted Fried Bean 80g (1x10x20pack),Active,Wai Phyoe Food,Wai Phyoe,20,16,850
5801111003,Wai Phyoe Fried Lab Lab Bean Special 80g (1x10x20pack),Active,Wai Phyoe Food,Wai Phyoe,20,16,850
5801111004,Wai Phyoe Fried Lab Lab Bean 160g (1x10x10pack),Active,Wai Phyoe Food,Wai Phyoe,100,16,850
5801111005,Wai Phyoe Assorted Fried Bean 160g (1x10x10pack),Active,Wai Phyoe Food,Wai Phyoe,100,16,850
5801111006,Wai Phyoe Fried Lab Lab Bean Special 160g (1x10x10pack),Active,Wai Phyoe Food,Wai Phyoe,100,16,850
5801111007,Wai Phyoe Assorted Fried Bean 400g (1x100pack),Active,Wai Phyoe Food,Wai Phyoe,100,40,850
5801111008,Wai Phyoe Assorted Fried Bean Special 400g (1x100pack),Active,Wai Phyoe Food,Wai Phyoe,100,40,850
5701111001,Ah Phwar Lay Chilli Flake 32g (1x20x18pack),Active,New A1 Family,Ah Phwar Lay,18,12,850
5701111002,Ah Phwar Lay Paprika Powder 32g (1x20x18pack),Active,New A1 Family,Ah Phwar Lay,18,12,850
5701111003,Ah Phwar Lay Roasted Chilli Powder 32g (1x20x18pack),Active,New A1 Family,Ah Phwar Lay,18,12,850
3202111004,May Yee Mon Tamarind Fish Paste (1x5x20 packs),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
4201111006,Phwer Htwe Pickled Tea with Fish Paste (1x30streamers),Active,Constellation,Phwer Htwe,30,9,850
4901112001,Danuphyu Daw Saw Yee Fish Paste Sauce 473g Pack (1 x 10 packs),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,10,5.27,850
4801111003,Pai Cheese Ring 35g (1x10pcsx12packs),Active,Htoo Kaung Myat,Pai Snack,120,5.2,1000
4801111004,Pai Cheese Ball 35g (1x10pcsx12packs),Active,Htoo Kaung Myat,Pai Snack,120,5.2,1000
4501131004,Excel Care Acidic Toilet Cleaner Colorless 575ml (1x24pcs),Active,Glamdust,Excel Care,24,14.9,850
5001111012,May Kha Lar Preserved Fruits Special Steamed Plum Spicy 35g (1x5x50),Active,CMP Fruits Garden,May Kha Lar,250,9,850
5001111010,May Kha Lar Preserved Fruits Dried Plum Seedless Spicy 45g (1x5x50),Active,CMP Fruits Garden,May Kha Lar,250,11,850
5001111011,May Kha Lar Preserved Fruits Golden Papaya Spicy 35g (1x5x50),Active,CMP Fruits Garden,May Kha Lar,250,9,850
4501131001,Excel Care Acidic Toilet Cleaner Colorless 1000ml (1x15pcs),Active,Glamdust,Excel Care,15,9,850
4501131002,Excel Care Acidic Toilet Cleaner Magic Clean 1000ml (1x15pcs),Active,Glamdust,Excel Care,15,9,850
4501131003,Excel Care Acidic Toilet Cleaner Magic Clean 575ml (1x24pcs),Active,Glamdust,Excel Care,24,14.9,850
4501121001,Excel Care Disinfected Surface Cleaner Pine 1100ml (1x10pcs),Active,Glamdust,Excel Care,10,6.2,850
4501121002,Excel Care Disinfected Surface Cleaner Levender 1100ml (1x10pcs),Active,Glamdust,Excel Care,10,6.2,850
4501141001,Excel Care Floor Cleaner Green Apple 1100ml (1x10pcs),Active,Glamdust,Excel Care,10,6.2,850
4201111005,Phwer Htwe Pickled Tea with Fried Bean Spicy 90g (1x5packsx16),Active,Constellation,Phwer Htwe,80,8.2,850
5601111001,Omi Korean Yam Chips BBQ 30g (1x10pcsx12pack),Active,Omi Snack,Omi,120,4,1000
5501111001,Sweety Curry Powder 60g (1x10x15pack),Active,Diamond And Sweety,Sweety,150,9.4,850
5501112001,Sweety Curry Powder 10g (1x10x60 streamer),Active,Diamond And Sweety,Sweety,60,6.6,850
5501112002,Sweety Curry Powder 10g (1x20x30 pack) with hanger,Active,Diamond And Sweety,Sweety,30,7,850
5501113001,Sweety Curry Powder 100g (1x12x4 pack),Active,Diamond And Sweety,Sweety,48,5,850
5101111003,Zann Sunflower Seeds Salty 60g (1x200pcs),Active,Royal Fantastic,Zann,200,12,850
5101111004,Zann Sunflower Seeds Salty 90g (1x115pcs),Active,Royal Fantastic,Zann,115,12.13,850
3200000001,May Yee Mon Rakhine Fish Paste 50g -MT Pack (1x5x20packs),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
3200000002,May Yee Mon Marine Fish Paste 50g-MT Pack (1x5x20packs),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
3200000003,May Yee Mon Fish Sauce 50g-MT Pack (1x5x20packs),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
5301111007,Aurora Preserved YawThaMa Salad (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,25,850
5301111008,Aurora Preserved Plum Sweet Wet (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,22,850
5301111009,Aurora Preserved Mango Slice Sweet Wet (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,22,850
5301111010,Aurora Preserved Mango Sweet Wet (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,22,850
4601112002,Vita Health MV Ener-G (3x10capx72x216pcs),Active,Vita Health,Vita Health,216,6.8,850
4601311006,Vita Health Garlic Oil (3x10capx158x474pcs),Active,Vita Health,Vita Health,474,6.9,850
4601311007,Vita Health Flaxseed Oil (3x10capx158x474pcs),Active,Vita Health,Vita Health,474,6.8,850
4601311008,Vita Health Fish Oil (3x10capx158x474pcs),Active,Vita Health,Vita Health,474,6.8,850
4601311009,Vita Health Almond Oil (3x10capx158x474pcs),Active,Vita Health,Vita Health,474,6.5,850
4601311010,Vita Health Co-Enzyme Q10 (10x10capx100x1000pcs),Active,Vita Health,Vita Health,"1,000",6.5,850
4900000001,Danuphyu Daw Saw Yee Balachaung 500g TDG On-Pack ( 1 x 10 packs),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,10,6,850
4900000002,Danuphyu Daw Saw Yee Pounded Fish Paste 500g TDG On-Pack (1x9 packs),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,9,5.4,850
4800000001,Pai Cheese Ring 10g - MT Pack (10pcsx20packs),Active,Htoo Kaung Myat,Pai Snack,200,2,1000
4800000002,Pai Cheese Ball 10g - MT Pack (10pcsx20packs),Active,Htoo Kaung Myat,Pai Snack,200,2,1000
5001111006,May Kha Lar Preserved Marian Spicy 40g (1x5x50pack),Active,CMP Fruits Garden,May Kha Lar,250,10,850
5001111007,May Kha Lar Preserved Mango Slices Spicy 40g (1x5x50pack),Active,CMP Fruits Garden,May Kha Lar,250,10,850
5001111008,May Kha Lar Preserved Plum Seedless Sweet 65g (1x5x50pack),Active,CMP Fruits Garden,May Kha Lar,250,16.25,850
5001111009,May Kha Lar Preserved Plum Seedless Spicy 65g (1x5x50pack),Active,CMP Fruits Garden,May Kha Lar,250,16.25,850
4201111004,Phwer Htwe Pickled Tea Spicy 35g 5s on pack (5x60packs),Active,Constellation,Phwer Htwe,60,14,850
4201111003,Phwer Htwe Pickled Tea Spicy 35g (1x10packsx30),Active,Constellation,Phwer Htwe,300,13.5,850
5401111001,Coffee Cherry 3 in 1 instant brew coffee 20g 10pcs (1x25bags),Active,Great Ever Top One,Coffee Cherry,25,10,850
5401111002,Coffee Cherry 3 in 1 instant brew coffee 20g 20pcs (1x35bags),Active,Great Ever Top One,Coffee Cherry,35,10,850
5101111001,Zann Sunflower Seeds Salty 60g (1x150pcs),Active,Royal Fantastic,Zann,150,9,850
5101111002,Zann Sunflower Seeds Salty 110g (1x90pcs),Active,Royal Fantastic,Zann,90,10,850
5301111001,Aurora Preserved Damson Red (1x5x120),Active,Aurora,Aurora Preserved Fruits,600,23,850
5301111002,Aurora Preserved Peach Sweet (1x5x120),Active,Aurora,Aurora Preserved Fruits,600,23,850
5301111003,Aurora Preserved Lemon Sweet (1x5x120),Active,Aurora,Aurora Preserved Fruits,600,23,850
5301111004,Aurora Preserved Damson Salad (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,25,850
5301111005,Aurora Preserved Damson Hot&Spicy Wet (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,22,850
5301111006,Aurora Preserved Mixed Fruits Wet (1x5x140),Active,Aurora,Aurora Preserved Fruits,700,22,850
3502111002,P1 Choco Milk Popcorn 30g (1x60),Active,Trine,P1,60,2.4,850
5001111001,May Kha Lar Preserved 5 in 1 Sweet 45g (1x5x50pack),Active,CMP Fruits Garden,May Kha Lar,250,11,850
5001111002,May Kha Lar Preserved Marian Spicy 40g (1x5x70pack),Active,CMP Fruits Garden,May Kha Lar,350,14,850
5001111003,May Kha Lar Preserved Mango Slices Spicy 40g (1x5x70pack),Active,CMP Fruits Garden,May Kha Lar,350,14,850
5001111004,May Kha Lar Preserved Plum Seedless Sweet 65g (1x5x40pack),Active,CMP Fruits Garden,May Kha Lar,200,13,850
5001111005,May Kha Lar Preserved Plum Seedless Spicy 65g (1x5x40pack),Active,CMP Fruits Garden,May Kha Lar,200,13,850
0203112010,Glucerna Powder (Vanilla) 380g (1x24Pcs),Active,Abbott,Glucerna,24,12.4,850
0203112011,Glucerna Powder (Vanilla) 800g (1x12Pcs),Active,Abbott,Glucerna,12,12.24,850
0201112025,Ensure Gold Vanilla 380gm (1x24Pcs),Active,Abbott,Ensure,24,12.4,850
0201112026,Ensure Gold Vanilla 800gm (1x12Pcs),Active,Abbott,Ensure,12,12.24,850
4901111001,Danuphyu Daw Saw Yee Balachaung Streamer - 25g 10's ( 1x 20 streamers),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,20,5,850
4901111002,Danuphyu Daw Saw Yee Pounded Fish Paste Streamer- 25g 10's ( 1x 20 streamers),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,20,5,850
4901112003,Danuphyu Daw Saw Yee Balachaung 500g Pack ( 1 x 10 packs),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,10,5,850
4901112004,Danuphyu Daw Saw Yee Pounded Fish Paste 500g Pack (1 x10 packs),Active,Danuphyu Daw Saw Yee,Danuphyu Daw Saw Yee,10,5,850
3102211014,O'Ma Ma Coconut Bun 55g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
3102211015,O'Ma Ma Chili Chicken Floss 55g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
4801111001,Pai Cheese Ring 10g (10pcsx20packs),Active,Htoo Kaung Myat,Pai Snack,200,2,1000
4801111002,Pai Cheese Ball 10g (10pcsx20packs),Active,Htoo Kaung Myat,Pai Snack,200,2,1000
4500000001,Excel Care Dish Washing Liquid Lime 480ml FOC,Active,Glamdust,Excel Care,1,14.39,850
4500000002,Excel Care Dish Washing Liquid Lemon 480ml FOC,Active,Glamdust,Excel Care,1,12.96,850
4500000003,Excel Care Dish Washing Liquid Lemon 1Liter FOC,Active,Glamdust,Excel Care,1,0,850
3202121001,May Yee Mon pickled tea and fried bean Spicy&Sour 50g (1x5x20),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
3202121002,May Yee Mon pickled tea and fried bean Original 50g (1x5x20),Active,Ya Thar Taw Win,May Yee Mon,100,5,850
3102211011,O'MAMA Strawberry Cream Bun 55G (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
3102211012,O'MAMA Chocolate Bun 55G (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
3102211013,O'MaMa Danish Blueberry 55g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
4700000001,Sam Par Oo Purify Drinking Water 1LT (FOC),Active,Vitaspring,Sam Par Oo,1,6.18,850
4700000002,Sam Par Oo Purify Drinking Water 550ML (FOC),Active,Vitaspring,Sam Par Oo,1,6.99,850
4700000003,Sam Par Oo Purify Drinking Water 300ML (FOC),Active,Vitaspring,Sam Par Oo,1,3.68,850
4700000004,Mingalarpar Purify Drinking Water 1LT (FOC),Active,Vitaspring,Mingalarpar,1,6.18,850
4701111001,Sam Par Oo Purify Drinking Water 6p 1LT,Active,Vitaspring,Sam Par Oo,1,6.18,850
4701111002,Sam Par Oo Purify Drinking Water 12p 550ML,Active,Vitaspring,Sam Par Oo,1,6.99,850
4701111003,Sam Par Oo Purify Drinking Water 12p 300ML,Active,Vitaspring,Sam Par Oo,1,3.68,850
4702111001,Mingalarpar Purify Drinking Water 6p 1LT,Active,Vitaspring,Mingalarpar,1,6.18,850
4300000001,Nagar Pyan 3in1 Tea mix 30's 200g(1x32) - FOC,Active,Nagar Pyan,Nagar Pyan,1,4,850
4601311002,Vita Health Flaxseed Oil (3x10capx158),Active,Vita Health,Vita Health,158,6.8,850
4601311003,Vita Health Fish Oil (3x10capx158),Active,Vita Health,Vita Health,158,6.8,850
4601311004,Vita Health Almond Oil (3x10capx158),Active,Vita Health,Vita Health,158,6.5,850
4601311005,Vita Health Co-Enzyme Q10 (10x10capx100),Active,Vita Health,Vita Health,100,6.5,850
4501111002,Excel Care Dish Washing Liquid Lemon 480ml  (1x24),Active,Glamdust,Excel Care,24,12.96,850
4501111003,Excel Care Dish Washing Liquid Lemon 5liter  (1x4),Active,Glamdust,Excel Care,4,20.44,850
4501111004,Excel Care Dish Washing Liquid Lemon 2Liter (1x8),Active,Glamdust,Excel Care,8,18.39,850
4501111005,Excel Care Dish Washing Liquid Lemon 1Liter (1x12),Active,Glamdust,Excel Care,12,14.39,850
4601111001,Vita Health OraZinc 100 Tab (1x220),Active,Vita Health,Vita Health,220,8,850
4601112001,Vita Health MV Ener-G (3x10capx72),Active,Vita Health,Vita Health,72,6.8,850
4601212001,Vita Health MV Ener-G Kids Syrup 200ml (1x25),Active,Vita Health,Vita Health,25,8,850
4601311001,Vita Health Garlic Oil (3x10capx158),Active,Vita Health,Vita Health,158,6.9,850
4501111001,Excel Care Dish Washing Liquid Lime 480ml (1x24),Active,Glamdust,Excel Care,24,14.39,850
4401111001,Pyar Dee Butter Cake Rusk 35g (1x60),Active,Pyar Dee,Pyar Dee,60,2.1,850
4301111001,Nagar Pyan 3in1 Tea mix 30's 200g(1x32),Active,Nagar Pyan,Nagar Pyan,32,21,850
4301111002,Nagar Pyan 3in1 Tea mix 10's 200g(1x30),Active,Nagar Pyan,Nagar Pyan,30,6.75,850
4001111004,Moshi Potato Chips Original 38g (1x10x12pcs),Active,Honesty,Moshi,120,4.68,1000
4001111005,Moshi Potato Chips Spicy 38g (1x10x12pcs),Active,Honesty,Moshi,120,4.68,1000
3701111003,Kyu Kyu Hmwe Fish Sauce Salty 900ml (1x12),Active,Kyu Kyu Hmwe,Kyu Kyu Hmwe,12,12,850
4000000001,Moshi Potato Chips BBQ Spicy 65g 3's (1x20pack),Active,Honesty,Moshi,20,4,1000
4000000002,Moshi Potato Chips BBQ Prawn 65g 3's (1x20pack),Active,Honesty,Moshi,20,4,1000
3102211005,O'MaMa Cheese Pudding Bun with Filling 55g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
3102211006,O'MaMa Danish Strawberry 55g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.06,850
3102211009,O'MaMa Milk Toast Slice Bread 315g (1x1pcs),Active,O'Ma Ma,O'MaMa,1,0.32,850
